image_path,flagged_pixel_fraction,likely_overlay,max_channel_divergence,mean_channel_divergence,split,class_label
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1257.JPG,0.02736899372413391,True,206,7.829514057551441,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/576.JPG,0.027359848484848483,True,173,7.751727272727273,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/411.JPG,0.027242162299123893,True,255,7.961346028281017,test,4
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1306.JPG,0.02717939884071636,True,255,4.584932032614674,test,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/423.JPG,0.027012280435096087,True,195,6.082504179868817,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1467.JPG,0.026729556683850974,True,255,8.179622464989816,train,7
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/400.JPG,0.02663097771793424,True,252,3.8206901793858314,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/433.JPG,0.025548605333793776,True,255,7.445433782786821,test,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/472.JPG,0.02533592548349066,True,255,7.044933205287362,train,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/831.JPG,0.025334415835459676,True,253,5.128098662336658,train,6
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1296.JPG,0.02527549517883437,True,255,4.842961810668314,test,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/405.JPG,0.025251951572028968,True,201,3.537899470049783,train,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/438.JPG,0.025243227486417802,True,255,7.793783393035663,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/563.JPG,0.02487088070199042,True,181,2.9839226853824248,val,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/430.JPG,0.023897538765243417,True,223,3.648441430254402,train,3
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/869.JPG,0.0238625971650663,True,253,5.868175582990398,val,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/815.JPG,0.023568482284505553,True,255,5.865901639344262,test,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/431.JPG,0.02341876233961446,True,220,3.3782295038709282,val,3
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/305.JPG,0.022429102164738025,True,186,8.001062036346122,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/837.JPG,0.022205973300896235,True,253,6.884447959982096,train,3
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/878.JPG,0.021959225101681672,True,200,3.536826290462734,val,4
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/440.JPG,0.02176233257488682,True,194,6.85932967402438,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1294.JPG,0.02067039541333001,True,255,3.596202832393357,val,4
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/442.JPG,0.020444014461021436,True,255,6.695546929774742,val,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/847.JPG,0.020179178542545088,True,237,6.190618644932828,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1447.JPG,0.019618200103253686,True,216,2.370489738792051,train,7
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/841.JPG,0.01958085005176418,True,249,2.9650605780799686,val,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1413.JPG,0.01955670426065163,True,255,5.418961466165413,train,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/469.JPG,0.01945356472795497,True,202,3.0014774859287052,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/474.JPG,0.01915179571417905,True,255,2.641827820503248,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/660.JPG,0.01913888888888889,True,181,6.021711805555555,train,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1307.JPG,0.01907352390129008,True,209,6.74519732616027,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/836.JPG,0.019052389812372637,True,255,6.740102366980856,test,3
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/849.JPG,0.018750757206273862,True,255,4.941950625491213,val,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/877.JPG,0.018533388074831143,True,195,3.2661635777686544,val,4
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/464.JPG,0.01849214000432841,True,255,3.3382257461585376,test,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/475.JPG,0.01833037879250973,True,254,9.423919554985023,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1136.JPG,0.018250975447278266,True,190,2.1755686143890367,train,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/845.JPG,0.018167415526062904,True,255,7.017085867149499,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1270.JPG,0.018070465016862203,True,208,2.216231059706455,train,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1099.JPG,0.017967988865692414,True,255,6.919256387314842,train,4
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/858.JPG,0.017952928089237007,True,255,3.5107050881550674,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1236.JPG,0.017877178324182383,True,192,2.205791955120554,train,4
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/463.JPG,0.017808327096545475,True,255,3.2786307952889273,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1302.JPG,0.017385757364880537,True,255,3.362845047552772,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/538.JPG,0.0170461445051609,True,169,6.963410746812386,val,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/856.JPG,0.01698494915870093,True,255,3.295411319640657,test,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/549.JPG,0.016978819578490498,True,175,6.25531197175444,test,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/855.JPG,0.016964842494219173,True,255,3.086737598816334,train,6
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/399.JPG,0.01667508451715403,True,253,7.736470966156371,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/484.JPG,0.01639570946012682,True,194,1.9690679137941252,train,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/583.JPG,0.016381038002659623,True,183,5.939487928677118,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/873.JPG,0.016218207555926855,True,255,2.373131903833658,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/483.JPG,0.0161018706911878,True,195,1.9593638267190803,train,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/429.JPG,0.01608456061830949,True,255,6.117930662792468,train,3
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1297.JPG,0.01605101527623242,True,255,3.283153036119639,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/835.JPG,0.016020165577550264,True,255,6.056475904899573,val,3
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/871.JPG,0.01597111124784642,True,198,5.240193514644352,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/875.JPG,0.015740580462754603,True,255,3.13241974881234,test,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1372.JPG,0.015701770649856308,True,218,6.139635672568833,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/818.JPG,0.015586227092677363,True,253,5.5649554569134265,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1106.JPG,0.015503149596779068,True,255,2.006639241195033,val,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/819.JPG,0.015398305848427503,True,255,5.651330314499415,val,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/133.JPG,0.01535464778708022,True,204,1.8774100503830233,val,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/486.JPG,0.01532583379505552,True,209,1.7948348956674998,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/516.JPG,0.015274528691344434,True,166,1.8427061986990432,train,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/821.JPG,0.015251672357261437,True,254,3.2697737188632865,train,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/488.JPG,0.015210685015275316,True,202,1.904166967035644,val,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/404.JPG,0.01505917717048362,True,200,2.156949000894721,val,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/844.JPG,0.015053384494222824,True,255,5.942997802766859,test,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/876.JPG,0.014998552336833122,True,255,5.8167791780320925,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/424.JPG,0.014965483049510602,True,255,3.015108208198433,test,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/832.JPG,0.014765662362505977,True,246,2.8451847202295553,train,6
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/452.JPG,0.01454583614882159,True,251,2.743250506787886,test,6
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/470.JPG,0.014388712543946108,True,255,2.8665221845387308,val,4
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/466.JPG,0.013981206939096852,True,255,6.236109859894166,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/843.JPG,0.013952767619165685,True,233,2.0731187627843553,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1411.JPG,0.01368422936182015,True,254,1.822629901017855,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1305.JPG,0.013647835976692736,True,204,5.658527560527218,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/846.JPG,0.013632615768596515,True,254,5.551642747842106,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/857.JPG,0.013581048435801425,True,236,2.6491650561662037,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/882.JPG,0.013521878376144285,True,255,2.6212509179267736,test,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/865.JPG,0.013502381113593788,True,190,5.501910909487591,test,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/902.JPG,0.013339068869849363,True,196,1.7795107166395019,test,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1290.JPG,0.013012698761517573,True,191,5.119816111259359,test,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1291.JPG,0.012972281315989858,True,191,5.115449378665013,train,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/465.JPG,0.012957898374565041,True,255,1.7994631536298202,val,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/870.JPG,0.01295508165754687,True,255,7.188506380033573,test,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/451.JPG,0.012910669157235469,True,254,2.699271665594048,test,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1292.JPG,0.012825174169031926,True,191,5.108158773349597,train,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/432.JPG,0.012809775629521509,True,255,8.841843937689934,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1409.JPG,0.012700691234878632,True,255,2.496094996914303,test,6
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/460.JPG,0.012686301503643334,True,255,5.3059802349501775,train,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/879.JPG,0.012539726037147626,True,200,2.465078455586913,test,4
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/408.JPG,0.012448833682953466,True,200,1.897745932228691,val,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1309.JPG,0.012385824756156707,True,254,5.912713194481866,test,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/248.JPG,0.012310964083175804,True,207,7.640504883427852,train,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/863.JPG,0.012230844339380235,True,251,2.347461804782325,test,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/872.JPG,0.012216954890332966,True,254,1.6850875324029686,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1410.JPG,0.012149737302977233,True,158,1.5102725481611208,val,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/996.JPG,0.01208989501312336,True,202,5.563070045931759,test,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/767.JPG,0.011969195912622582,True,142,1.262186609605108,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/578.JPG,0.011855515587529977,True,156,5.570717176258992,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/462.JPG,0.011822267266913366,True,255,2.113206213024725,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/822.JPG,0.011818319914932401,True,255,1.895570842646644,val,6
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/580.JPG,0.011715909090909091,True,157,5.647931818181818,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1448.JPG,0.011654635187007505,True,197,4.612279621102289,val,7
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1450.JPG,0.011645870025970924,True,193,4.733055464342219,test,7
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1308.JPG,0.011604949104949105,True,255,5.600171787671788,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/780.JPG,0.011595614916648128,True,175,4.810454081671794,test,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/448.JPG,0.01148616421539881,True,195,5.116323801928174,val,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/721.JPG,0.011447836395969175,True,156,1.3618590693538826,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/348.JPG,0.01144739394275264,True,200,4.835670148798803,test,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/504.JPG,0.011442265501063219,True,169,4.795876884073461,test,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/456.JPG,0.011399399550765682,True,255,5.239587435300493,train,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/634.JPG,0.011387039881663537,True,199,1.4497041588439439,val,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/813.JPG,0.011362786872990955,True,213,2.3720415638782986,train,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/503.JPG,0.011271841333891659,True,154,5.531402032814344,val,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/506.JPG,0.011109605744479068,True,152,4.808611449818604,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/377.JPG,0.011077948966147723,True,205,4.677660109780784,test,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/441.JPG,0.011051537367326841,True,233,5.802369749738171,test,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/459.JPG,0.011049557986096855,True,255,5.112160040932477,val,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/783.JPG,0.010955989894960777,True,190,4.168545216251638,train,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/668.JPG,0.010942062394344552,True,159,5.337697863838943,train,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1170.JPG,0.01091511490612109,True,216,1.3729519288822267,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/478.JPG,0.01089942078612801,True,162,4.684732796619431,train,3
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/41.JPG,0.010847476138282892,True,218,5.125001462712532,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/573.JPG,0.010810146796879798,True,211,1.4056700623864804,train,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/412.JPG,0.010787185787185787,True,195,4.726431676431677,train,6
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/420.JPG,0.010760114018080904,True,255,2.1168587510050925,val,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/633.JPG,0.01074156701512652,True,201,1.3786445111162398,train,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/733.JPG,0.010731414868105516,True,164,1.2632456534772183,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/396.JPG,0.010658815965879245,True,255,2.150087810767795,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/956.JPG,0.010639893831861981,True,191,1.2470178677898949,val,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/499.JPG,0.010555612123680549,True,180,4.868335803474792,val,4
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/637.JPG,0.010527907354415281,True,194,1.270119222950838,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/282.JPG,0.010497166156822961,True,197,5.500197801078701,test,6
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/792.JPG,0.010480496616059997,True,182,1.2706866197183098,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1055.JPG,0.010422977629766265,True,178,1.3917395683397713,train,3
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/830.JPG,0.010398191951887533,True,255,2.0286031679148073,test,6
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/565.JPG,0.010388532629196529,True,144,1.2566503206337232,test,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/419.JPG,0.010374903764630213,True,255,2.1011509262958885,train,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1102.JPG,0.010371809056826052,True,255,4.512513034410845,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/592.JPG,0.010344452522569455,True,209,1.2421500661197713,train,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/724.JPG,0.010332234133299853,True,158,1.260325771871065,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1408.JPG,0.010311131957473421,True,255,6.277734130706691,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/187.JPG,0.010307174201449127,True,198,5.0765972979974405,train,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/43.JPG,0.010262639476122623,True,187,6.447775779236453,train,4
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/403.JPG,0.0102618576593609,True,255,1.7631762057439115,test,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/771.JPG,0.010250526058979598,True,190,3.714571071330548,train,1
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/508.JPG,0.010235391009557372,True,171,4.8075003351784105,train,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/862.JPG,0.010216677912040728,True,255,2.0342536649696377,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1320.JPG,0.010210875085155138,True,163,1.2957166965999876,train,6
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/394.JPG,0.01021038022559554,True,254,2.1233875501771187,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/854.JPG,0.010138261182102518,True,255,1.9953581561097218,val,6
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/285.JPG,0.01011707064282854,True,191,5.450274421124537,train,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/167.JPG,0.01009437576724293,True,194,6.014164184122665,val,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/374.JPG,0.010077881619937695,True,187,4.82309968847352,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/860.JPG,0.010069022144524391,True,252,2.2491177077169495,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/768.JPG,0.010051439548312889,True,134,1.0928393346139698,train,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1027.JPG,0.010038659178770861,True,205,4.842571233116439,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/896.JPG,0.010020876826722338,True,186,5.125885276866487,train,6
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/881.JPG,0.00997822896613761,True,198,1.9679347373032998,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/880.JPG,0.009944392287138008,True,250,1.6859377482487181,train,0
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/299.JPG,0.009888886293380675,True,210,4.127457621839644,test,6
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1017.JPG,0.009825079509313947,True,187,1.1644946077141969,val,2
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1067.JPG,0.009775232416741851,True,199,4.696806966618287,train,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/689.JPG,0.009769732877697562,True,155,1.1679476563137823,val,5
/teamspace/studios/this_studio/MMOTU-ex/data/raw/OTU_2d/images/1436.JPG,0.009761521355724254,True,162,1.1787976382179282,test,7
